Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
jack daniel s distillery,Commercial,1300,"0.04,0.12,1.00,0.19,0.05,0.10,0.08,0.00,0.00,0.00,0.16,0.23",49,0.98,0.25,"Sitelinks, Reviews, Video, People also ask, Local pack, Discussions and forums, Related searches, Things to know",76
jack daniel whiskey,"Navigational, Commercial",1300,"0.28,0.24,0.83,0.24,0.28,0.28,0.55,0.55,0.24,1.00,0.24,0.24",24,1.22,0.97,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches, Popular products",191
jack daniel's bbq sauce,Transactional,1300,"0.36,1.00,0.08,0.16,0.03,0.00,0.54,0.36,0.54,0.54,0.81,0.43",22,0.23,0.95,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Recipes, Related searches, Popular products",192
jack daniel's distillery near me,Transactional,1300,"0.08,0.05,0.10,0.10,0.08,0.00,0.36,0.22,0.29,0.65,1.00,0.54",28,1.01,0.07,"Sitelinks, Reviews, Video, People also ask, Local pack, Related searches",144
jack daniel's heritage 2025,Commercial,1300,"0.00,0.05,1.00,1.00,0.81,0.36,0.10,0.01,0.00,0.00,0.00,0.00",13,1.17,0.84,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",180
jack daniel's heritage barrel,Commercial,1300,"0.01,0.08,0.36,0.22,0.22,0.54,1.00,0.36,0.36,0.43,0.00,0.43",11,1.27,1.00,"Sitelinks, Image, Video, People also ask, Related searches, Popular products",190
jack daniel's heritage toasted,Commercial,1300,"0.00,0.03,0.80,0.24,0.52,1.00,0.80,0.27,0.16,0.13,0.02,0.01",5,1.26,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",189
jack daniel's old no. 7 tennessee whiskey,"Informational, Commercial",1300,"1.00,0.00,0.00,0.00,0.27,0.01,0.80,0.01,0.00,0.00,0.67,0.01",7,1.30,0.11,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Popular products",182
jack daniel's single barrel select,Informational,1300,"0.36,0.27,0.36,0.36,0.44,0.44,1.00,0.36,0.36,0.27,0.20,0.16",4,0.80,0.99,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches, Popular products",189
jack daniels 12,Commercial,1300,"0.84,0.67,0.51,0.37,0.47,0.47,0.67,0.51,0.37,0.51,1.00,0.84",14,1.20,1.00,"Sitelinks, Reviews, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",194
jack daniels black label,Informational,1300,"0.54,0.37,0.41,0.41,0.37,0.54,1.00,0.54,0.37,0.29,0.37,0.37",18,1.30,0.94,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Knowledge panel, Discussions and forums, Related searches",15000000
jack daniels coca cola,Informational,1300,"1.00,1.00,1.00,0.70,0.70,0.70,0.70,0.70,0.50,0.50,0.70,0.80",25,1.09,0.95,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Related searches, Popular products",196
jack daniels cost,Informational,1300,"0.22,0.19,0.81,0.11,0.28,0.06,0.19,1.00,0.22,0.53,0.19,0.44",10,0.41,0.60,"Sitelinks, Video, Video carousel, People also ask, Related searches, Popular products",195
jack daniels country cocktails,"Informational, Commercial",1300,"0.55,0.65,1.00,0.25,0.65,0.45,0.45,0.10,0.20,0.45,0.45,0.83",9,1.06,0.90,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",188
jack daniels flavors,"Informational, Commercial",1300,"0.52,0.85,0.85,0.85,0.85,0.85,0.52,0.85,0.69,0.69,0.69,1.00",31,1.28,0.78,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products",182
jack daniels green label,"Informational, Commercial",1300,"0.69,0.85,0.85,0.52,0.52,0.69,1.00,0.69,0.46,0.38,0.46,0.46",13,1.29,0.99,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Related searches, Popular products",193
jack daniels jaws bottle,"Informational, Commercial",1300,"1.00,0.12,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",34,0.55,0.60,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches",188
jack daniels kia dealer,Navigational,1300,"0.00,0.00,0.00,0.79,0.54,0.79,0.79,0.54,0.79,1.00,1.00,0.66",29,1.58,0.95,"Sitelinks, Reviews, Video, People also ask, Local pack, Related searches",170
jack daniels lemonade,"Informational, Transactional",1300,"0.83,1.00,1.00,0.69,0.69,0.51,0.51,0.46,0.37,0.46,0.51,0.46",22,1.39,0.95,"Sitelinks, Reviews, Image pack, Video, Video carousel, Short videos, People also ask, Knowledge panel, Recipes, Related searches, Popular products, Things to know",154
jack daniels mixed drinks,"Informational, Commercial",1300,"0.84,1.00,0.84,0.67,0.67,0.67,0.67,0.51,0.47,0.67,0.67,0.67",17,1.24,0.87,"Sitelinks, AI Overview, Video, Short videos, People also ask, Discussions and forums, Related searches, Popular products",180
jack daniels old number 7,Informational,1300,"0.24,0.24,0.24,0.24,0.55,0.30,1.00,0.55,0.24,0.55,0.44,1.00",16,1.33,0.41,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",20
jack daniels peach,"Informational, Commercial",1300,"0.84,1.00,1.00,0.84,0.84,0.67,0.84,0.51,0.47,0.67,0.51,1.00",22,1.20,0.85,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",189
jack daniels pulled pork bbq,Informational,1300,"0.05,0.02,0.03,0.02,0.54,0.03,0.01,0.54,0.54,0.81,1.00,0.65",23,0.48,0.91,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products",18
jack daniels seltzer,Informational,1300,"0.80,1.00,0.80,0.80,0.80,0.62,0.62,0.80,0.55,0.62,0.62,0.80",11,1.81,0.63,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Things to know",187
jack daniels shredded pork,Informational,1300,"0.13,0.03,0.08,0.03,0.66,0.05,0.03,0.66,1.00,1.00,0.03,0.02",20,0.48,0.91,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Recipes, Related searches",182
jack daniels single barrel by the barrel,"Informational, Commercial",1300,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.07,0.10",11,1.02,1.00,"Sitelinks, AI Overview, Reviews, Video, Related searches",124
jack daniels single barrel rye,Commercial,1300,"0.24,0.67,0.54,0.41,0.54,0.67,1.00,0.41,0.24,0.30,0.30,0.37",3,1.25,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",188
jack daniels single barrel select,"Informational, Commercial",1300,"0.70,0.83,0.43,0.43,0.43,0.43,1.00,0.52,0.83,0.30,0.43,0.43",9,0.89,1.00,"Sitelinks, AI Overview, Reviews, Image, Video, Short videos, People also ask, Related searches, Popular products, Things to know",191
jack daniels tennessee whiskey price,Transactional,1300,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.82,0.82,1.00,0.00",7,0.41,0.60,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",188
jack daniels whiskey barrel,Commercial,1300,"0.55,0.83,0.83,0.83,0.83,0.83,1.00,0.83,0.83,1.00,0.62,0.83",15,1.42,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",189
sinatra jack daniels,Commercial,1300,"0.68,0.68,0.36,0.46,0.86,0.54,1.00,0.46,0.46,0.68,0.54,0.86",11,0.87,1.00,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products",192
single barrel jack daniels,Commercial,1300,"0.28,0.28,0.36,0.28,0.36,0.36,0.67,0.36,0.22,0.28,0.36,1.00",13,1.16,1.00,"Sitelinks, Reviews, Image, Video, Video carousel, People also ask, Related searches, Popular products, Things to know",195
whiskey jack daniels,"Navigational, Commercial",1300,"0.80,0.54,0.67,0.54,0.54,0.67,1.00,0.54,0.24,0.24,0.24,0.30",24,1.18,1.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products",194
whisky jack daniel's,"Informational, Transactional",1300,"0.00,0.04,0.03,0.10,0.02,0.00,0.00,0.03,0.00,0.00,1.00,0.00",23,1.30,0.09,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",199
who owns jack daniels,Informational,1300,"0.68,0.53,0.68,0.68,0.68,1.00,1.00,0.53,0.37,0.42,0.68,0.53",57,0.31,0.01,"Sitelinks, AI Overview, People also ask, Related searches",153
apple jack daniels,Informational,1000,"0.68,0.68,1.00,0.30,0.46,0.46,0.52,0.38,0.52,0.52,0.38,0.25",10,0.50,0.99,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches",195
bottle of jack daniels,Commercial,1000,"1.00,0.46,0.46,0.38,0.38,0.38,0.84,0.46,0.52,0.25,0.68,1.00",13,0.86,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products, Things to know",202
bottle of jack daniels whiskey,Commercial,1000,"0.08,0.00,0.05,0.02,1.00,0.81,0.03,0.04,0.05,0.18,0.24,0.07",15,0.87,1.00,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, People also ask, Related searches, Popular products",159
breaking bourbon review jack daniels,Commercial,1000,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches",107
coke jack daniels,Informational,1000,"0.08,0.11,0.25,0.20,0.08,0.06,1.00,1.00,0.55,0.25,0.66,0.03",25,1.26,0.93,"Sitelinks, Reviews, Image pack, Video, Short videos, People also ask, Discussions and forums, Related searches, Popular products",195
drinks with jack daniels,Informational,1000,"0.82,0.62,0.55,0.62,0.55,0.45,0.45,0.55,0.45,0.62,0.82,1.00",31,1.15,0.95,"Sitelinks, AI Overview, Image, Video, Discussions and forums, Related searches",
honey jack daniel's,Informational,1000,"0.07,0.01,0.01,0.02,0.03,0.00,1.00,0.36,0.43,0.43,0.36,0.29",4,0.84,1.00,"Sitelinks, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",196
how did jack daniels die,Informational,1000,"0.37,0.24,0.24,0.24,0.24,0.29,0.29,0.79,0.41,1.00,0.37,0.29",33,0.00,0.33,"AI Overview, Video, Short videos, People also ask, Discussions and forums, Related searches",127
is jack daniels a bourbon,Informational,1000,"0.45,0.16,0.06,0.20,0.30,0.55,1.00,0.25,0.30,0.20,0.55,0.20",10,0.31,0.03,"AI Overview, People also ask, Discussions and forums, Related searches",103
is jack daniels gluten free,Informational,1000,"0.76,1.00,1.00,0.76,1.00,1.00,1.00,0.76,0.54,0.68,0.68,0.76",18,0.00,0.33,"AI Overview, People also ask, Related searches",93
jack and ginger,Informational,1000,"0.05,0.08,0.08,0.13,0.44,0.24,0.44,0.13,0.55,1.00,0.55,0.30",30,0.00,0.05,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches",190
jack daneils,Navigational,1000,"0.52,0.31,0.68,0.52,1.00,1.00,0.84,0.11,0.13,0.46,0.25,0.84",42,1.29,0.88,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",201
jack daniel honey,Informational,1000,"0.30,0.45,0.15,0.25,0.25,0.30,0.45,0.30,0.45,0.19,0.66,1.00",7,1.05,1.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches, Popular products",196
jack daniel peach,"Informational, Commercial",1000,"0.62,1.00,0.81,0.62,0.62,0.45,0.81,0.55,0.36,0.62,0.62,0.81",11,1.20,0.85,"Sitelinks, Image, Image pack, People also ask, Related searches, Popular products",158
jack daniel's country cocktail,"Informational, Commercial",1000,"0.18,0.66,1.00,0.24,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.01",16,1.12,0.38,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches, Popular products",185
jack daniel's distillery visitor center tickets,Informational,1000,"1.00,1.00,0.84,0.52,0.52,0.38,0.30,0.25,0.25,0.25,0.25,0.25",31,0.97,0.19,"AI Overview, Reviews, Video, People also ask, Knowledge panel, Related searches",59
jack daniel's fire,Informational,1000,"0.54,0.67,0.67,0.37,0.29,0.04,1.00,0.54,0.01,0.41,0.54,0.00",11,0.83,1.00,"Sitelinks, Reviews, Image pack, Video, People also ask, Related searches, Popular products",195
jack daniel's gentleman jack whiskey,"Informational, Commercial",1000,"0.01,0.01,0.08,0.29,0.00,0.00,0.35,0.10,0.08,0.18,0.35,1.00",8,0.64,1.00,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",171
jack daniel's tennesse whiskey,Navigational,1000,"0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",24,1.28,0.05,"Sitelinks, AI Overview, Reviews, Image pack, Video, Short videos, People also ask, Related searches, Popular products, Things to know",182
jack daniel's tennessee blackberry whiskey,Commercial,1000,"0.01,0.00,0.54,1.00,0.02,0.00,0.15,0.04,0.03,0.08,0.05,0.10",10,0.64,0.04,"Sitelinks, AI Overview, Image, Video, Video carousel, Short videos, People also ask, Related searches, Popular products",191
jack daniel's tour lynchburg tennessee,Commercial,1000,"0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.22,0.36,0.81,1.00,0.65",32,1.06,0.44,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",152
jack daniels 750ml,Informational,1000,"0.38,0.38,0.84,0.52,0.38,0.84,1.00,0.52,0.46,0.38,0.30,0.52",16,0.71,1.00,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Popular products",192
jack daniels and coca cola,"Informational, Commercial",1000,"0.23,0.07,0.19,0.23,0.47,0.12,0.19,1.00,0.30,0.47,0.51,0.47",10,1.26,0.93,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, People also ask, Related searches, Popular products",171
jack daniels apple whiskey,Informational,1000,"0.37,0.37,0.41,0.41,0.54,0.67,1.00,0.54,0.29,0.29,0.29,0.29",9,0.67,1.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, Short videos, People also ask, Related searches, Popular products",195
jack daniels audi,Navigational,1000,"1.00,1.00,0.82,0.82,0.45,0.82,0.61,0.23,0.45,0.82,0.82,0.82",20,1.34,1.00,"Sitelinks, Reviews, Video, Local pack, Related searches",171
jack daniels beer,"Informational, Commercial",1000,"0.52,0.38,1.00,0.52,0.38,0.52,0.69,0.31,0.46,0.31,0.46,0.69",16,1.66,0.95,"Sitelinks, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",185
jack daniels berry,"Informational, Commercial",1000,"0.07,0.02,0.04,0.05,0.08,0.05,0.29,1.00,0.13,0.24,0.13,0.13",8,1.19,1.00,"Sitelinks, Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",194
jack daniels bourbon whiskey,Informational,1000,"0.55,0.62,0.05,1.00,0.62,0.55,0.80,0.80,0.55,0.62,0.62,0.80",7,1.15,0.99,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches, Popular products",189
jack daniels coffee,Commercial,1000,"0.30,0.37,0.37,0.24,0.37,0.54,1.00,0.67,0.37,0.30,0.24,0.15",20,0.18,0.93,"Sitelinks, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",183
jack daniels coolers,Informational,1000,"0.69,1.00,0.69,0.69,0.52,0.38,0.69,0.46,0.31,0.46,0.52,0.69",9,1.79,0.96,"Sitelinks, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",170
jack daniels distillery tennessee tours,Commercial,1000,"0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.22,0.36,0.81,1.00,0.65",39,1.06,0.44,"AI Overview, Reviews, Video carousel, People also ask, Local pack, Related searches",110
jack daniels distillery tn tour,Commercial,1000,"0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.22,0.36,0.81,1.00,0.54",31,1.06,0.44,"Sitelinks, AI Overview, Reviews, People also ask, Local pack, Related searches",104
jack daniels drink,Informational,1000,"1.00,0.41,0.29,0.37,0.37,0.79,0.29,0.16,0.16,0.24,0.67,0.54",59,1.15,0.95,"Sitelinks, AI Overview, Video, People also ask, Recipes, Related searches",20
jack daniels jack apple,Commercial,1000,"1.00,0.02,0.36,0.15,0.36,0.41,0.41,0.11,0.12,0.20,0.79,0.20",14,0.50,0.99,"Sitelinks, Reviews, Video, Video carousel, People also ask, Related searches, Popular products",199
jack daniels old no 7,Informational,1000,"0.30,0.24,0.36,0.36,0.54,0.13,0.30,0.66,0.24,0.66,0.41,1.00",16,1.33,0.41,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches, Popular products",190
jack daniels proof,Informational,1000,"0.80,0.80,0.80,0.62,0.80,0.80,1.00,0.62,0.55,0.44,0.44,0.55",15,1.36,0.24,"Sitelinks, Reviews, Image pack, Video, People also ask, Related searches, Popular products, Things to know",191
jack daniels punch,"Informational, Transactional",1000,"0.62,0.82,1.00,0.62,0.55,0.82,0.82,0.45,0.55,0.45,0.45,0.82",17,1.66,0.88,"Sitelinks, Reviews, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products, Things to know",193
jack daniels rye,"Informational, Commercial",1000,"0.80,0.55,0.62,0.62,0.80,0.80,1.00,0.80,0.55,0.44,0.62,0.62",14,1.22,1.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",219
jack daniels sinatra select,"Informational, Commercial",1000,"0.54,0.42,0.42,0.63,0.63,0.79,1.00,1.00,1.00,1.00,0.79,0.63",10,0.76,1.00,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, People also ask, Related searches, Popular products",193
jack daniels southern peach,Informational,1000,"0.85,0.68,0.85,0.52,0.52,0.52,0.52,0.37,0.37,0.46,0.52,1.00",16,1.51,0.87,"Sitelinks, Image, Image pack, People also ask, Related searches, Popular products",138
jack daniels tennessee whisky 750ml,"Informational, Commercial",1000,"0.66,0.04,0.20,0.54,0.54,0.66,1.00,0.54,0.00,0.41,0.66,0.41",11,0.53,0.97,"Sitelinks, People also ask, Related searches, Popular products",158
jack daniels vw nj,Navigational,1000,"0.16,0.05,0.36,0.79,0.79,0.05,0.04,0.66,0.79,1.00,0.04,0.03",32,1.48,0.65,"Sitelinks, Reviews, People also ask, Knowledge panel, Related searches",166
jack daniels watch,Commercial,1000,"0.67,0.67,0.51,0.51,0.84,0.84,1.00,0.47,0.30,0.23,0.23,0.30",18,1.26,1.00,"Sitelinks, Image, Image pack, Video, Short videos, People also ask, Related searches, Popular products",226
jack daniels whiskey cocktails,Commercial,1000,"0.13,0.04,0.37,1.00,1.00,0.09,0.04,0.67,1.00,1.00,0.04,0.02",24,1.06,0.95,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Recipes, Discussions and forums, Related searches, Popular products",158
shooter jack daniels,"Informational, Commercial",1000,"0.76,0.08,0.55,0.76,1.00,0.76,1.00,0.67,0.55,0.67,1.00,0.76",9,1.11,0.66,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",189
tennessee honey jack daniels,Informational,1000,"0.08,0.66,0.16,0.16,1.00,0.20,0.27,0.80,0.13,0.20,0.24,0.52",7,1.23,0.55,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Related searches, Popular products",188
whisky jack daniels honey,"Informational, Commercial",1000,"0.07,0.66,1.00,0.00,0.03,0.00,0.04,0.00,0.04,0.00,0.00,0.00",8,0.00,0.96,"Sitelinks, Image pack, People also ask, Related searches, Popular products",3230000
alcohol content of jack daniels whiskey,Informational,880,"0.24,0.04,0.36,0.79,1.00,0.07,0.03,0.66,0.00,0.79,0.02,0.36",15,1.35,0.06,"AI Overview, People also ask, Related searches",195
cask of jack daniels,Informational,880,"0.20,0.08,0.45,0.81,0.81,0.10,0.10,0.81,0.81,1.00,0.04,0.01",20,1.41,0.99,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",195
is jack daniels bourbon or whiskey,Informational,880,"0.25,0.11,0.16,0.52,0.20,1.00,0.46,0.52,0.25,0.52,0.68,0.84",10,0.29,0.07,"AI Overview, Short videos, People also ask, Discussions and forums, Related searches",103
jacj daniels,"Informational, Commercial",880,"0.01,0.01,0.46,0.25,0.31,0.84,0.84,0.68,0.46,0.46,1.00,0.68",58,1.29,0.88,"Sitelinks, AI Overview, People also ask, Top stories, Related searches, Popular products",30700
jack daniel's apple,"Informational, Commercial",880,"0.13,0.80,0.01,0.20,0.16,0.02,1.00,0.44,0.01,0.00,0.00,0.00",10,0.50,0.99,"Sitelinks, AI Overview, Image, Image pack, Video carousel, Short videos, People also ask, Related searches, Popular products",196
jack daniel's apple tennessee whiskey,Commercial,880,"0.55,0.05,0.82,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",8,0.00,0.76,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products",198
jack daniel's honey,"Informational, Commercial",880,"1.00,0.77,1.00,0.55,0.55,0.45,1.00,0.45,0.16,1.00,0.11,0.16",10,1.25,0.99,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",198
jack daniel's old no 7 tennessee whiskey,"Informational, Commercial",880,"0.55,0.44,0.16,0.55,0.08,0.00,0.00,0.44,0.65,0.01,0.00,1.00",17,1.19,0.17,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",192
jack daniel's old no 7 whiskey,"Informational, Commercial",880,"0.41,0.03,0.30,0.20,0.24,0.00,1.00,0.54,0.54,0.66,0.30,0.30",8,0.00,0.33,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",198
jack daniel's tour,Navigational,880,"0.02,0.11,0.03,0.03,0.08,0.00,0.02,0.03,0.11,0.82,1.00,0.65",33,0.83,0.47,"Reviews, Image pack, People also ask, Local pack, Discussions and forums, Related searches",188
jack daniels alcohol volume,Informational,880,"0.51,0.02,0.05,1.00,0.05,0.07,0.05,0.84,1.00,1.00,1.00,0.84",16,1.35,0.06,"AI Overview, People also ask, Related searches, Popular products",193
jack daniels audi paramus,Navigational,880,"1.00,0.76,0.76,0.37,0.68,0.46,0.68,0.24,0.76,0.37,0.68,0.54",11,1.38,0.89,"Sitelinks, Knowledge panel, Related searches",165
jack daniels audi upper saddle river,Navigational,880,"0.44,0.77,0.68,1.00,0.44,0.68,0.68,0.77,0.44,0.56,0.37,0.56",21,1.60,0.85,"Sitelinks, People also ask, Knowledge panel, Related searches",111
jack daniels blue label,Informational,880,"0.37,0.31,0.37,0.46,0.37,0.52,1.00,0.46,0.46,0.46,0.46,0.46",11,1.36,1.00,"AI Overview, Image, People also ask, Discussions and forums, Related searches",259
jack daniels bottle small,Informational,880,"0.55,0.10,0.36,0.55,0.62,0.62,1.00,0.36,0.36,0.45,0.62,0.45",9,0.57,0.97,"Sitelinks, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",192
jack daniels can,Informational,880,"1.00,1.00,0.76,0.55,0.24,0.55,0.55,0.76,0.17,0.69,1.00,0.28",11,1.97,0.96,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products",190
jack daniels cinnamon whiskey,Informational,880,"0.44,0.44,0.44,0.56,0.56,0.76,1.00,0.76,0.56,0.56,0.44,0.67",8,1.29,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",190
jack daniels distillery tn,"Navigational, Transactional",880,"0.07,0.10,0.20,0.20,0.13,0.13,0.27,1.00,0.20,0.16,0.20,0.36",35,0.98,0.25,"Sitelinks, People also ask, Knowledge panel, Discussions and forums, Related searches",107
jack daniels fruit punch,"Informational, Commercial",880,"0.68,0.77,0.68,0.37,0.77,0.68,0.77,1.00,0.68,0.68,0.56,1.00",11,1.66,0.88,"Reviews, Image, Image pack, People also ask, Related searches, Popular products",185
jack daniels gift set,"Informational, Transactional",880,"0.08,0.06,0.08,0.08,0.14,0.36,1.00,0.11,0.08,0.06,0.06,0.06",11,0.74,1.00,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products",209
jack daniels marinade in a bag,"Informational, Transactional",880,"0.76,1.00,0.67,0.45,0.45,0.16,0.55,0.55,0.55,0.67,0.67,0.67",20,0.59,0.26,"Sitelinks, Image pack, Video, People also ask, Knowledge panel, Related searches",178
jack daniels mclaren,Informational,880,"0.24,0.24,0.24,0.24,0.36,0.30,0.41,0.20,0.20,0.41,1.00,0.79",13,1.13,1.00,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",258
jack daniels near me,Transactional,880,"0.55,0.62,0.55,0.55,0.45,0.62,1.00,0.45,0.36,0.62,0.62,0.81",22,1.07,0.80,"Reviews, Image, People also ask, Local pack, Related searches",108000000
jack daniels no 7,Informational,880,"0.77,0.56,0.68,0.44,0.44,0.56,1.00,0.68,0.44,0.56,0.56,0.56",15,1.30,0.87,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",187
jack daniels running calculator,Commercial,880,"0.76,0.76,0.76,1.00,0.76,0.68,0.46,0.54,0.46,0.54,0.54,0.54",14,0.00,0.33,"AI Overview, Reviews, Image pack, Related searches",84
jack daniels sauce,Informational,880,"0.67,0.76,0.67,0.67,0.56,0.67,1.00,0.56,0.56,0.56,0.56,0.67",32,0.26,0.76,"AI Overview, Image, Image pack, Video, People also ask, Recipes, Related searches",169
jack daniels strawberry punch,"Informational, Commercial",880,"0.36,1.00,1.00,1.00,0.76,0.67,0.76,0.67,0.55,0.55,0.30,0.55",6,1.24,0.69,"Sitelinks, Image pack, People also ask, Recipes, Related searches, Popular products",192
jack daniels t shirt,"Informational, Transactional",880,"0.10,0.13,0.22,0.10,1.00,0.08,0.10,0.10,0.07,0.08,0.08,0.13",10,0.57,1.00,"Sitelinks, Image, Image pack, People also ask, Related searches, Popular products",315
jack daniels tanyard hill,"Informational, Commercial",880,"0.00,0.00,0.03,0.04,0.44,1.00,0.80,0.27,0.16,0.13,0.10,0.05",17,1.29,1.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",184
jack daniels toasted barrel,Commercial,880,"0.00,0.04,1.00,0.44,0.44,0.55,0.55,0.30,0.20,0.20,0.07,0.03",15,1.18,1.00,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Related searches, Popular products",185
jack daniels tour nashville,Transactional,880,"1.00,1.00,1.00,0.88,0.88,0.72,0.47,0.59,0.59,0.72,0.59,0.59",29,1.64,0.76,"Sitelinks, Reviews, People also ask, Local pack, Related searches",108
jack daniels vdot,Informational,880,"0.77,0.56,0.77,0.77,1.00,0.68,0.44,0.56,0.56,0.68,0.77,0.68",7,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches",141
jack daniels vw fair lawn,Navigational,880,"0.11,0.20,0.52,1.00,0.31,0.20,0.20,0.84,0.37,0.46,0.52,0.46",21,1.48,0.65,"Sitelinks, People also ask, Local pack, Related searches",170
jack daniels watermelon,Informational,880,"0.76,0.67,0.67,0.67,0.76,0.44,1.00,0.76,0.37,0.67,0.56,0.67",9,1.77,0.64,"Image, Image pack, Video, People also ask, Related searches, Popular products",195
jackson daniels,Informational,880,"0.24,0.24,0.36,0.36,0.81,1.00,1.00,0.62,0.55,0.62,0.62,0.81",28,1.31,0.79,"Image pack, Video, People also ask, Knowledge panel, Related searches",100
jak daniels,Informational,880,"0.00,0.00,0.36,0.36,0.54,1.00,0.66,0.54,0.36,0.36,0.79,0.54",61,1.25,0.31,"AI Overview, Image pack, Video carousel, People also ask, Discussions and forums, Related searches",132
