Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
johnnie walker green label price,Transactional,880,"0.76,0.67,0.76,0.67,0.67,0.67,1.00,0.67,0.30,0.30,0.37,0.37",9,0.56,0.91,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",202
johnnie walker red label scotch whisky,Informational,880,"0.44,1.00,1.00,0.06,0.19,0.62,1.00,0.81,0.19,0.15,0.19,0.62",11,0.58,0.48,"Sitelinks, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",201
johnnie walker swing,"Informational, Commercial",880,"1.00,0.77,0.68,0.55,0.68,0.77,1.00,0.68,0.55,0.36,0.55,0.77",5,0.91,1.00,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",187
johnny cash walk the line,Informational,880,"1.00,1.00,0.89,0.89,0.89,0.72,0.72,0.89,0.72,0.72,0.89,0.89",62,0.00,0.33,"Image, Video, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, See results about",102
johnny walker green,Informational,880,"0.55,0.62,0.55,0.45,0.55,0.55,1.00,0.55,0.34,0.45,0.00,0.45",18,0.52,0.96,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",200
jonnie walker,"Informational, Navigational",880,"0.29,0.36,0.36,0.54,1.00,0.36,0.29,0.54,0.25,0.18,0.07,0.36",43,0.58,0.93,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",202
scotch johnnie walker red label,Commercial,880,"0.46,0.05,0.25,0.46,0.37,1.00,1.00,0.68,0.37,0.31,0.37,0.37",8,0.72,0.25,"Sitelinks, AI Overview, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",203
sleep walk santo johnny,"Informational, Transactional",880,"0.20,0.08,1.00,0.16,0.27,0.10,0.10,0.03,0.04,0.08,0.16,0.16",40,0.00,0.33,"Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",118
blackwhiskey,"Informational, Navigational",720,"0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.66,1.00,0.00,0.00,0.18",12,0.50,0.88,"Sitelinks, AI Overview, Related searches",107
blue label scotch,"Informational, Commercial",720,"0.89,0.74,0.59,0.59,0.74,0.89,1.00,0.74,0.48,0.59,0.59,0.74",32,0.87,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",197
johnnie red label,Informational,720,"0.23,1.00,0.83,0.51,0.29,0.23,0.14,0.00,0.00,0.69,0.23,0.00",6,0.48,0.58,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products, Things to know",200
johnnie walker 18 year,"Informational, Commercial",720,"0.16,0.20,0.08,0.52,0.46,0.37,1.00,0.52,0.46,0.13,0.13,0.25",12,0.75,1.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",200
johnnie walker black label blended scotch whisky,"Informational, Commercial",720,"0.08,0.44,1.00,0.82,0.13,0.11,0.16,0.11,0.07,0.07,0.07,0.07",23,0.86,0.30,"AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",201
johnnie walker blue label blended scotch whisky,Commercial,720,"0.37,0.31,0.68,0.31,1.00,0.46,0.68,0.25,0.07,0.08,0.16,0.84",28,2.14,0.69,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",200
johnnie walker blue label costco,"Informational, Transactional",720,"0.37,0.47,0.47,0.51,0.37,0.47,1.00,0.30,0.30,0.30,0.19,0.51",23,1.11,0.99,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",179
johnnie walker blue label price costco,"Navigational, Transactional",720,"0.31,0.05,0.37,0.37,0.52,0.52,1.00,0.31,0.31,0.31,0.25,0.37",22,1.11,0.99,"Sitelinks, AI Overview, Video, People also ask, Related searches",171
johnnie walker blue label total wine,Navigational,720,"0.04,0.13,0.10,0.36,0.20,0.36,1.00,0.54,0.16,0.24,0.30,0.36",24,0.59,0.05,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",172
johnnie walker green label scotch whisky price,Transactional,720,"0.67,0.13,0.13,0.45,0.45,0.76,1.00,0.67,0.30,0.36,0.45,0.36",10,0.56,0.91,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",209
johnnie walker green label whiskey price,Transactional,720,"0.68,0.12,0.12,0.44,0.44,0.77,1.00,0.68,0.30,0.37,0.44,0.37",10,0.56,0.91,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",200
johnnie walker platinum,"Informational, Commercial",720,"0.75,0.75,0.19,0.44,0.44,0.56,1.00,0.44,0.28,0.36,0.28,0.28",5,1.14,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",194
johnnie walker platinum label,"Informational, Commercial",720,"0.68,0.55,0.45,0.45,0.55,0.77,1.00,0.68,0.45,0.45,0.45,0.55",5,1.37,1.00,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products",193
johnnie walker prices,Transactional,720,"0.14,0.23,0.14,0.29,0.37,1.00,1.00,0.23,0.46,0.09,0.11,0.20",25,0.50,0.69,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",202
johnnie walker ranking label,Informational,720,"0.20,0.10,0.36,0.30,0.45,0.81,1.00,0.55,0.24,0.45,0.36,0.16",26,0.88,0.29,"Sitelinks, AI Overview, Image pack, People also ask, Related searches",188
johnny cash actor walk the line,Informational,720,"1.00,0.10,0.45,0.24,0.30,0.45,0.30,0.62,0.36,0.36,0.45,0.62",34,0.00,0.33,"Sitelinks, Reviews, Image, Video, Short videos, People also ask, Knowledge panel, Related searches, People also search",133
johnny cash walk in the line,Informational,720,"1.00,0.15,0.71,0.88,0.71,1.00,0.60,0.60,0.60,0.71,0.71,0.71",65,0.00,0.33,"AI Overview, Video, People also ask, Knowledge panel, Discussions and forums, Related searches",98
johnny cash walk the line film,"Informational, Transactional",720,"1.00,0.10,0.45,0.24,0.30,0.45,0.30,0.62,0.36,0.36,0.45,0.62",66,0.00,0.33,"Sitelinks, Reviews, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",106
johnny walker actor,Informational,720,"0.73,1.00,0.88,0.73,0.73,0.88,0.73,0.73,0.49,0.49,0.73,0.88",34,0.00,0.33,"AI Overview, Image, Image pack, Video carousel, People also ask, Related searches",135
johnny walker gold,"Informational, Commercial",720,"0.68,0.55,0.55,0.36,0.16,0.45,1.00,0.68,0.45,0.36,0.11,0.55",26,0.61,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",196
johnny walker green label,Commercial,720,"0.42,0.79,0.79,0.21,0.42,0.37,0.79,0.53,1.00,0.26,0.79,0.37",22,0.48,0.97,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",201
johnny walker labels,Informational,720,"0.73,0.73,0.73,0.36,0.59,0.73,1.00,0.73,0.36,0.36,0.59,0.91",16,0.62,0.63,"AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",199
johnny walker mma,Informational,720,"0.11,0.16,1.00,0.09,0.07,0.05,0.07,0.05,0.11,0.09,0.23,0.05",53,0.00,0.33,"Video carousel, People also ask, Knowledge panel, Top stories, Related searches, People also search",194
johnny walker record,Informational,720,"0.16,0.13,1.00,0.13,0.10,0.07,0.07,0.05,0.13,0.16,0.36,0.08",64,0.00,0.33,"Video, Video carousel, People also ask, Knowledge panel, Top stories, Related searches, People also search",202
ranking the johnnie walker labels,Informational,720,"0.20,0.10,0.36,0.30,0.45,1.00,1.00,0.55,0.24,0.45,0.36,0.16",20,0.88,0.29,"Sitelinks, AI Overview, Video, People also ask, Related searches",183
the johnnie walker experience,"Informational, Transactional",720,"0.01,0.01,0.01,0.81,0.45,0.45,0.30,0.81,0.62,0.81,0.81,1.00",21,76.64,0.42,"Sitelinks, Video, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches",175
whisky johnnie walker,"Informational, Transactional",720,"0.89,0.89,0.74,0.59,0.59,0.89,1.00,0.59,0.48,0.48,0.37,0.59",35,1.21,1.00,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products",204
whisky red label johnnie walker,Informational,720,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",8,0.55,0.50,"Sitelinks, AI Overview, Image pack, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",201
best johnnie walker,Commercial,590,"0.73,0.45,0.45,0.45,0.59,0.59,1.00,0.59,0.45,0.36,0.36,0.36",19,0.85,0.98,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches, Popular products",173
black label scotch,Informational,590,"0.45,0.36,1.00,0.36,0.45,0.45,0.67,0.45,0.30,0.36,0.30,0.45",16,0.94,0.98,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",197
black label scotch or whiskey,"Informational, Commercial",590,"0.54,0.15,0.82,0.36,0.54,0.54,1.00,0.54,0.36,0.54,0.45,0.54",23,0.94,0.98,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches, Popular products",192
black ruby johnnie walker,Informational,590,"1.00,0.65,0.65,0.55,0.55,0.82,1.00,0.65,0.44,0.65,0.55,0.65",9,0.38,1.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",175
blue label johnny walker,"Informational, Commercial",590,"0.37,0.37,0.44,0.24,0.30,0.37,0.44,0.76,1.00,0.44,0.00,0.44",31,0.61,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",198
i walk the line johnny cash lyrics,"Informational, Transactional",590,"0.29,0.44,0.65,0.65,1.00,0.65,0.55,0.65,0.82,0.82,0.82,0.65",37,0.03,0.33,"Video, Video carousel, Short videos, People also ask, Knowledge panel, Related searches, People also search",107
johnie walker,"Informational, Navigational",590,"0.55,0.36,0.30,0.23,0.30,0.45,0.36,0.45,0.30,0.11,0.16,1.00",43,0.53,0.90,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",202
johnn walker blue,"Informational, Commercial",590,"0.00,0.30,0.67,0.55,0.55,0.76,1.00,0.67,0.55,0.67,0.55,1.00",26,0.59,1.00,"AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",197
johnnie walker alcohol,Informational,590,"0.55,0.30,0.45,1.00,0.67,0.08,0.67,0.67,0.24,0.30,0.30,0.45",18,2.02,0.93,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",201
johnnie walker black double label,"Informational, Commercial",590,"0.20,0.08,0.08,0.20,0.81,0.62,1.00,0.55,0.30,0.30,0.30,0.30",11,0.70,1.00,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",200
johnnie walker black price,Transactional,590,"0.46,0.46,0.37,0.46,0.54,0.54,1.00,0.46,0.29,0.37,0.24,0.37",13,0.63,0.52,"Sitelinks, Video, People also ask, Related searches, Popular products",201
johnnie walker blue cost,"Informational, Commercial",590,"0.24,0.65,0.65,0.55,0.65,0.44,0.65,1.00,0.55,0.55,0.65,0.82",15,0.39,0.95,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products",192
johnnie walker blue label blended scotch,Commercial,590,"0.36,0.36,0.76,0.30,1.00,0.55,1.00,0.24,0.13,0.08,0.20,0.24",26,2.14,0.69,"Sitelinks, Image, Image pack, People also ask, Related searches, Popular products",199
johnnie walker blue label whisky,"Informational, Commercial",590,"0.08,0.77,0.62,0.23,0.08,0.00,1.00,0.23,0.00,0.00,0.23,0.08",25,0.65,1.00,"AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products",200
johnnie walker double black label,Commercial,590,"0.24,0.20,0.29,0.29,0.62,0.55,1.00,0.62,0.24,0.24,0.24,0.36",17,0.74,0.99,"Image, Image pack, Video, People also ask, Related searches, Popular products",195
johnnie walker gift set,"Informational, Transactional",590,"0.13,0.10,0.13,0.13,0.13,0.55,1.00,0.13,0.10,0.09,0.06,0.10",11,1.17,1.00,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products",228
johnnie walker levels,Informational,590,"0.56,0.44,0.19,0.44,0.30,0.56,1.00,0.56,0.30,0.37,0.15,0.44",28,0.82,0.19,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",171
johnnie walker logo,Informational,590,"0.82,0.65,0.65,1.00,0.55,0.55,0.65,0.55,0.44,0.36,0.82,0.65",24,3.81,0.58,"Image, Image pack, People also ask, Related searches, Popular products",166
johnnie walker princes street,"Navigational, Transactional",590,"0.75,0.75,1.00,0.22,0.11,0.14,0.14,0.14,0.11,0.22,0.19,0.28",35,54.06,0.47,"Sitelinks, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches",176
johnnie walker red label blended scotch whisky,Commercial,590,"0.31,0.46,1.00,0.68,0.07,0.20,0.25,0.08,0.04,0.11,0.16,0.07",11,0.00,0.10,"Sitelinks, Video, People also ask, Discussions and forums, Related searches, Popular products",200
johnnie walker red vs black,Commercial,590,"0.47,0.59,0.47,0.47,0.47,0.72,1.00,0.59,0.47,0.11,0.59,0.47",9,0.89,0.11,"Sitelinks, AI Overview, Video, People also ask, Related searches",178
johnnie walker scotch whiskey,"Informational, Commercial",590,"0.88,0.49,0.05,0.49,0.88,1.00,1.00,0.49,0.00,0.59,0.73,0.24",20,0.61,0.23,"Sitelinks, AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products",274
johnnie walker whiskey price,Transactional,590,"0.23,0.18,0.11,0.82,0.18,0.55,0.02,1.00,0.36,0.36,0.45,0.55",19,0.50,0.69,"Sitelinks, Video, People also ask, Discussions and forums, Related searches, Popular products",203
johnnie walker white walker,Informational,590,"0.59,0.73,0.73,0.59,0.59,0.73,1.00,0.59,0.49,0.39,0.49,0.49",6,1.89,1.00,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",191
johnny knoxville walking tall,"Informational, Transactional",590,"1.00,0.54,0.67,1.00,0.81,0.67,0.44,0.67,0.19,0.54,0.44,0.44",34,0.00,0.33,"Reviews, Image, Video, Video carousel, People also ask, Knowledge panel, Related searches, People also search",91
johnny walker 18,Commercial,590,"0.36,0.36,0.36,0.28,0.28,0.75,1.00,0.36,0.75,0.67,0.19,0.36",12,0.54,1.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",198
johnny walker film actor,Informational,590,"0.82,0.24,0.82,0.65,0.82,1.00,0.82,0.65,0.55,0.65,0.82,0.82",25,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video carousel, People also ask, Related searches",148
johnny walker indian,Informational,590,"0.81,0.23,0.81,0.66,1.00,1.00,0.81,0.44,0.54,0.66,0.81,0.81",38,0.00,0.33,"AI Overview, Image, Image pack, Video carousel, People also ask, Related searches",156
johnny walker labels ranking,"Informational, Commercial",590,"0.14,0.39,0.48,0.32,0.59,0.88,1.00,0.72,0.39,0.59,0.48,0.14",22,0.88,0.29,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",185
johnny walker lindh,Informational,590,"0.81,0.63,0.44,0.81,1.00,0.63,0.50,1.00,0.44,0.81,0.63,0.63",41,0.00,0.33,"Sitelinks, AI Overview, People also ask, Knowledge panel",131
johny walker blue,"Informational, Commercial",590,"0.55,1.00,0.24,0.24,0.44,0.29,0.44,0.36,0.36,0.36,0.00,0.24",27,0.60,1.00,"AI Overview, Image, Image pack, People also ask, Related searches, Popular products",198
jonny walker blue,"Informational, Commercial",590,"0.30,0.37,0.37,0.37,0.76,0.37,0.67,0.37,0.44,0.24,1.00,0.37",21,0.60,1.00,"AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",203
most expensive johnny walker,Informational,590,"0.47,0.39,0.59,0.59,0.47,0.72,0.72,0.47,0.39,0.59,0.32,1.00",17,2.08,0.95,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",189
movie about johnny cash walk the line,Informational,590,"1.00,0.10,0.45,0.24,0.30,0.45,0.00,0.62,0.36,0.36,0.45,0.62",60,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches",109
movie walk the line johnny cash,"Informational, Transactional",590,"1.00,0.10,0.45,0.24,0.30,0.45,0.00,0.62,0.36,0.36,0.45,0.62",66,0.00,0.33,"Sitelinks, Reviews, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",104
santo johnny sleep walk,"Informational, Transactional",590,"1.00,0.67,0.30,0.44,0.55,0.67,0.55,0.67,0.67,0.67,0.55,1.00",50,0.00,0.33,"Sitelinks, Video, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",118
walk the line film johnny cash,"Informational, Transactional",590,"1.00,0.10,0.45,0.24,0.30,0.45,0.00,0.62,0.36,0.36,0.45,0.62",41,0.00,0.33,"Sitelinks, Reviews, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",106
black label scotch whisky,Informational,480,"0.30,0.30,1.00,0.30,0.24,0.36,0.55,0.24,0.20,0.30,0.30,0.36",18,0.94,0.98,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",200
black lable,"Informational, Commercial",480,"0.67,0.13,0.67,0.33,0.00,0.33,1.00,0.67,0.42,0.54,0.54,0.83",12,1.05,0.71,"AI Overview, Image pack, People also ask, Related searches, Popular products",2500000000
blended whisky johnnie walker,"Informational, Commercial",480,"0.39,0.14,0.14,0.88,0.48,0.48,1.00,0.88,0.59,0.59,0.59,0.39",26,0.00,0.04,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",201
blue label johnnie walker rack,Commercial,480,"1.00,0.00,0.00,0.00,0.00,0.00",21,0.00,0.00,"Sitelinks, Video, People also ask, Related searches",179
blue label scotch whisky,Commercial,480,"0.54,0.67,0.67,0.67,0.67,0.67,1.00,0.54,0.44,0.54,0.54,0.67",16,0.85,1.00,"Sitelinks, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",202
johnnie walker black label similar,Informational,480,"1.00,0.00,0.00,0.00,0.00",29,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches",188
johnnie walker black label similar but cheaper price,Informational,480,"1.00,0.00,0.00,0.00,0.00",30,0.00,0.00,"Sitelinks, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches",198
